menu_id,restaurant_id,name,price,image_url
cafe_002_menu_090,cafe_002,(ICE)콜드브루디카페인라떼,5000,
cafe_002_menu_091,cafe_002,콜드브루디카페인상품용,22000,
cafe_002_menu_092,cafe_002,코코넛커피 스무디,5800,
cafe_002_menu_093,cafe_002,초코허니퐁크러쉬,4900,
cafe_002_menu_094,cafe_002,플레인퐁크러쉬,4900,
cafe_002_menu_095,cafe_002,딸기퐁크러쉬,4900,
cafe_002_menu_096,cafe_002,바나나퐁크러쉬,4900,
cafe_002_menu_097,cafe_002,쿠키프라페,4900,
cafe_002_menu_098,cafe_002,딸기쿠키프라페,4900,
cafe_002_menu_099,cafe_002,민트프라페,4900,
cafe_002_menu_100,cafe_002,리얼초코프라페,4900,
cafe_002_menu_101,cafe_002,녹차프라페,4900,
cafe_002_menu_102,cafe_002,커피프라페,4900,
cafe_002_menu_103,cafe_002,귤톡톡젤리스무디,4900,
cafe_002_menu_104,cafe_002,골드망고스무디,4900,
cafe_002_menu_105,cafe_002,블루베리요거트스무디,4900,
cafe_002_menu_106,cafe_002,플레인요거트스무디,4900,
cafe_002_menu_107,cafe_002,망고요거트스무디,4900,
cafe_002_menu_108,cafe_002,딸기요거트스무디,4900,
cafe_002_menu_109,cafe_002,딸기바나나주스,5000,
cafe_002_menu_110,cafe_002,딸기주스,5000,
cafe_002_menu_111,cafe_002,블루베리플럼주스,5000,
cafe_002_menu_112,cafe_002,골드키위주스,5000,
cafe_002_menu_113,cafe_002,체리콜라,4300,
cafe_002_menu_114,cafe_002,제로 부스트 에이드,4000,
cafe_002_menu_115,cafe_002,레몬에이드,4500,
cafe_002_menu_116,cafe_002,블루레몬에이드,4500,
cafe_002_menu_117,cafe_002,자몽에이드,4500,
cafe_002_menu_118,cafe_002,청포도에이드,4500,
cafe_002_menu_119,cafe_002,메가에이드,4900,
cafe_002_menu_120,cafe_002,(ICE)오레오초코라떼,4900,
cafe_002_menu_121,cafe_002,핫초코,4500,
cafe_002_menu_122,cafe_002,아이스초코,4500,
cafe_002_menu_123,cafe_002,(HOT)토피넛라떼,4800,
cafe_002_menu_124,cafe_002,(ICE)토피넛라떼,4800,
cafe_002_menu_125,cafe_002,(HOT)로얄밀크티라떼,4700,
cafe_002_menu_126,cafe_002,(ICE)로얄밀크티라떼,4700,
cafe_002_menu_127,cafe_002,(HOT)녹차라떼,4500,
cafe_002_menu_128,cafe_002,(ICE)녹차라떼,4500,
cafe_002_menu_129,cafe_002,(HOT)곡물라떼,4300,
cafe_002_menu_130,cafe_002,(ICE)곡물라떼,4300,
cafe_002_menu_131,cafe_002,(HOT)고구마라떼,4500,
cafe_002_menu_132,cafe_002,(ICE)고구마라떼,4500,
cafe_002_menu_133,cafe_002,(ICE)흑당버블라떼,4700,
cafe_002_menu_134,cafe_002,(ICE)흑당버블밀크티라떼,4800,
cafe_002_menu_135,cafe_002,(ICE)흑당라떼(펄X),4300,
cafe_002_menu_136,cafe_002,(ICE)흑당밀크티라떼(펄X),4500,
cafe_002_menu_137,cafe_002,복숭아아이스티,3800,
cafe_002_menu_138,cafe_002,(HOT)사과유자차,4500,
cafe_002_menu_139,cafe_002,(ICE)사과유자차,4500,
cafe_002_menu_140,cafe_002,(HOT)허니자몽블랙티,4700,
cafe_002_menu_141,cafe_002,(ICE)허니자몽블랙티,4700,
cafe_002_menu_142,cafe_002,(HOT)상큼 리치티,4900,
cafe_002_menu_143,cafe_002,(ICE)상큼 리치티,4900,
cafe_002_menu_144,cafe_002,(HOT)자몽차,4300,
cafe_002_menu_145,cafe_002,(ICE)자몽차,4300,
cafe_002_menu_146,cafe_002,(HOT)유자차,4300,
cafe_002_menu_147,cafe_002,(ICE)유자차,4300,
cafe_002_menu_148,cafe_002,(HOT)레몬차,4300,
cafe_002_menu_149,cafe_002,(ICE)레몬차,4300,
cafe_002_menu_150,cafe_002,(HOT)녹차,3500,
